REF_AREA,Reference area,Measure,Unit of measure,TIME_PERIOD,OBS_VALUE
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2007,57.35140772
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2008,59.05
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2009,59.09307876
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2010,58.80444856
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2011,58.81818182
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2012,59.46666667
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2013,59.13606911
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2014,59.85525756
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2015,60.05747126
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2016,60.52
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2017,60.37079954
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2018,61.39552522
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2019,64.44444444
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2020,64.65067779
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2021,67.61480466
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2022,67.41935484
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2023,66.5375447
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1968,65.27777778
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1969,67.01030928
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1970,60.18518519
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1971,53.57142857
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1972,47.87234043
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1973,69.8757764
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1974,64.70588235
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1975,64.71698113
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1976,63.82352941
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1977,59.41881919
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1978,60.84983498
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1979,54.27464789
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1980,47.71428571
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1981,40.5511811
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1982,36.14457831
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1983,34.76821192
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1984,33.28305366
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1985,44.65592972
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1960,78.37301587
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1961,74.81060606
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1962,74.74264706
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1963,71.58450704
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1964,73.20945946
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1965,67.71875
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1966,65.27108434
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1967,64.68023256
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1986,53.23798531
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1988,49.25110132
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1989,47.76859504
NZL,New Zealand,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1990,46.375682
POL,Poland,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1998,45.38934984
POL,Poland,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1999,35.50057151
POL,Poland,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,2000,39.64497041
POL,Poland,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1991,33.43915344
POL,Poland,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1992,39.51367781
POL,Poland,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1993,38.91509434
POL,Poland,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1994,39.14590747
POL,Poland,Minimum relative to average wages of full-time workers,Percentage of average wage of full-time employees,1995,40.02442168
